date,metric,submetric,value,display
Oct 1 2023,Total births,Total,25499,Number
Jan 1 2024,Total births,Total,24518,Number
Apr 1 2024,Total births,Total,24560,Number
Jul 1 2024,Total births,Total,25715,Number
Oct 1 2024,Total births,Total,25425,Number
Jan 1 2025,Total births,Total,24033,Number
Apr 1 2025,Total births,Total,24375,Number
Jul 1 2025,Total births,Total,25170,Number
Oct 1 2025,Total births,Total,24376,Number
Jan 1 2026,Total births,Total,23214,Number
